cao_code,name,description,nfq_level,duration,tags,course_url,college_id,points,entry_requirements,career_info,created_at,source_page,keywords
,Art Craft & Design - Portfolio,,8,,Arts,https://www.qualifax.ie/course/596,1,0,,,2025-01-25T15:00:00,0,"art, arts, craft, design, portfolio"
,Digital Media Skills,,8,,Arts,https://www.qualifax.ie/course/223848,1,0,,,2025-01-25T15:00:00,0,"arts, digital, media, skills"
,3D Design for Emerging Technologies - Letterkenny,,8,,Arts,https://www.qualifax.ie/course/218444,1,0,,,2025-01-25T15:00:00,1,"arts, design, emerging, letterkenny, technologies"
,3D Game Design,,8,,Arts,https://www.qualifax.ie/course/56640,1,0,,,2025-01-25T15:00:00,1,"arts, design, game"
,Accountancy - Association of Chartered Certified Accountants - ACCA,,6,,Arts,https://www.qualifax.ie/course/85173,1,0,,,2025-01-25T15:00:00,2,"acca, accountancy, accountants, arts, association, certified, chartered"
,Adult Green Cert - Part-time & Distance Learning Programme,,6,,Arts,https://www.qualifax.ie/course/74251,1,0,,,2025-01-25T15:00:00,10,"adult, arts, cert, distance, green, learning, part, time"
,Advanced Artificial Intelligence,,8,,Arts,https://www.qualifax.ie/course/221778,1,0,,,2025-01-25T15:00:00,11,"advanced, artificial, arts, intelligence"
,Advanced HACCP Design & Validation based on Risk Assessment,,8,,Arts,https://www.qualifax.ie/course/99364,1,0,,,2025-01-25T15:00:00,11,"advanced, arts, assessment, based, design, haccp, risk, validation"
,Advertising & Graphic Design,,8,,Arts,https://www.qualifax.ie/course/2725,1,0,,,2025-01-25T15:00:00,13,"advertising, arts, design, graphic"
,Ancient History & Archaeology & History of Art & Architecture,,8,,Arts,https://www.qualifax.ie/course/103963,1,0,,,2025-01-25T15:00:00,17,"ancient, archaeology, architecture, art, arts, history"
,Animation - Creative Media,,8,,Arts,https://www.qualifax.ie/course/102621,1,0,,,2025-01-25T15:00:00,21,"animation, arts, creative, media"
,Animation - Visual Media,,8,,Arts,https://www.qualifax.ie/course/115758,1,0,,,2025-01-25T15:00:00,21,"animation, arts, media, visual"
,Animation & Game Design - Galway,,8,,Arts,https://www.qualifax.ie/course/113080,1,0,,,2025-01-25T15:00:00,21,"animation, arts, design, galway, game"
,Animation & Motion Design - Clare Street,,8,,Arts,https://www.qualifax.ie/course/73585,1,0,,,2025-01-25T15:00:00,21,"animation, arts, clare, design, motion, street"
,Animation Visual Effect & Motion Design - Tertiary Education Programme,,8,,"Arts, Education",https://www.qualifax.ie/course/116007,1,0,,,2025-01-25T15:00:00,21," education, animation, arts, design, education, effect, motion, tertiary, visual"
,Animation Visual Effects & Motion Design - Kerry,,8,,Arts,https://www.qualifax.ie/course/1295,1,0,,,2025-01-25T15:00:00,21,"animation, arts, design, effects, kerry, motion, visual"
,Applied Artificial Intelligence - Carlow,,8,,Arts,https://www.qualifax.ie/course/112783,1,0,,,2025-01-25T15:00:00,23,"applied, artificial, arts, carlow, intelligence"
,Art Course,,8,,Arts,https://www.qualifax.ie/course/7581,1,0,,,2025-01-25T15:00:00,31,"art, arts"
,Art - Portfolio Preparation,,8,,Arts,https://www.qualifax.ie/course/7299,1,0,,,2025-01-25T15:00:00,31,"art, arts, portfolio, preparation"
,Art & Design,,8,,Arts,https://www.qualifax.ie/course/1087,1,0,,,2025-01-25T15:00:00,31,"art, arts, design"
,Art - Advanced,,8,,Arts,https://www.qualifax.ie/course/40788,1,0,,,2025-01-25T15:00:00,31,"advanced, art, arts"
,Art - Advanced Certificate,,6,,Arts,https://www.qualifax.ie/course/28035,1,0,,,2025-01-25T15:00:00,31,"advanced, art, arts, certificate"
,Art - Art Craft & Design,,8,,Arts,https://www.qualifax.ie/course/1632,1,0,,,2025-01-25T15:00:00,31,"art, arts, craft, design"
,Art - Ceramics,,8,,Arts,https://www.qualifax.ie/course/223864,1,0,,,2025-01-25T15:00:00,31,"art, arts, ceramics"
,Art - Contemporary Applied Art - Ceramics Glass Textiles - CCAD Sharman Crawford Street,,8,,Arts,https://www.qualifax.ie/course/54651,1,0,,,2025-01-25T15:00:00,31,"applied, art, arts, ccad, ceramics, contemporary, crawford, glass, sharman, street, textiles"
,Art - Drawing,,8,,Arts,https://www.qualifax.ie/course/114463,1,0,,,2025-01-25T15:00:00,31,"art, arts, drawing"
,Art - Fine Art,,8,,Arts,https://www.qualifax.ie/course/101938,1,0,,,2025-01-25T15:00:00,31,"art, arts, fine"
