cao_code,name,description,nfq_level,duration,tags,course_url,college_id,points,entry_requirements,career_info,created_at,source_page
,Archaeology - Buildings Archaeology - Sligo,,8,,General,https://www.qualifax.ie/course/220192,1,0,,,2025-01-25T15:00:00,0
,Archaeology - Buildings Archaeology - Sligo,,8,,General,https://www.qualifax.ie/course/222559,1,0,,,2025-01-25T15:00:00,0
,Archaeology - Introduction to Archaeological Interpretation - Sligo,,8,,General,https://www.qualifax.ie/course/220193,1,0,,,2025-01-25T15:00:00,0
,Art Craft & Design - Portfolio,,8,,Arts,https://www.qualifax.ie/course/596,1,0,,,2025-01-25T15:00:00,0
,Digital Media Skills,,8,,Arts,https://www.qualifax.ie/course/223848,1,0,,,2025-01-25T15:00:00,0
,E-Business & Office Skills,,8,,Business,https://www.qualifax.ie/course/219908,1,0,,,2025-01-25T15:00:00,0
,Early Learning and Care Advanced Certificate - Stage 2,,6,,Health,https://www.qualifax.ie/course/223129,1,0,,,2025-01-25T15:00:00,0
,GREAT Cognitive Rehabilitation - E-Learning,,8,,General,https://www.qualifax.ie/course/221910,1,0,,,2025-01-25T15:00:00,0
,Interview & CV Preparation - Career Planning - Thurles,,8,,Health,https://www.qualifax.ie/course/223577,1,0,,,2025-01-25T15:00:00,0
,Special Needs Assistant - Community Health Services,,8,,Health,https://www.qualifax.ie/course/6030,1,0,,,2025-01-25T15:00:00,0
,Sustainable Horticulture with Biodiversity,,8,,General,https://www.qualifax.ie/course/223077,1,0,,,2025-01-25T15:00:00,0
,2D & 3D Digital Animation Production,,8,,General,https://www.qualifax.ie/course/97195,1,0,,,2025-01-25T15:00:00,0
,2D Computer Aided Design,,8,,STEM,https://www.qualifax.ie/course/223527,1,0,,,2025-01-25T15:00:00,0
,3D Animation,,8,,General,https://www.qualifax.ie/course/114153,1,0,,,2025-01-25T15:00:00,0
,3D Animation - with Motion Graphics,,8,,General,https://www.qualifax.ie/course/109021,1,0,,,2025-01-25T15:00:00,0
,3D Animation - with Portfolio Preparation,,8,,General,https://www.qualifax.ie/course/220061,1,0,,,2025-01-25T15:00:00,0
,3D Design for Emerging Technologies - Letterkenny,,8,,Arts,https://www.qualifax.ie/course/218444,1,0,,,2025-01-25T15:00:00,0
,3D Game Design,,8,,Arts,https://www.qualifax.ie/course/56640,1,0,,,2025-01-25T15:00:00,0
,3D Modelling & Animation - Letterkenny,,8,,General,https://www.qualifax.ie/course/115209,1,0,,,2025-01-25T15:00:00,0
,3rd Annual Health Care Assistants Study Day,,8,,Health,https://www.qualifax.ie/course/221902,1,0,,,2025-01-25T15:00:00,0
,5th Dublin Advanced Pain & Symptom Management Course,,8,,Business,https://www.qualifax.ie/course/219444,1,0,,,2025-01-25T15:00:00,0
,Ability Pathways (MAP) Project - Mapping Inclusive Futures,,8,,General,https://www.qualifax.ie/course/219998,1,0,,,2025-01-25T15:00:00,0
,Abrasive Wheels Instructor,,8,,General,https://www.qualifax.ie/course/223438,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/94563,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/94565,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/95168,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/95245,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/95225,1,0,,,2025-01-25T15:00:00,0
,Access,,8,,General,https://www.qualifax.ie/course/94381,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/94949,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/94713,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/110703,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/95062,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/95068,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/95181,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/95179,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/95247,1,0,,,2025-01-25T15:00:00,0
,Access - Employability Skills,,8,,General,https://www.qualifax.ie/course/108421,1,0,,,2025-01-25T15:00:00,0
,Access - General Learning,,8,,General,https://www.qualifax.ie/course/95163,1,0,,,2025-01-25T15:00:00,0
,Access Control,,8,,General,https://www.qualifax.ie/course/116355,1,0,,,2025-01-25T15:00:00,0
,Access Course for Higher Education - Young Adults TAP,,8,,Education,https://www.qualifax.ie/course/11710,1,0,,,2025-01-25T15:00:00,0
,Access for Higher Education,,8,,Education,https://www.qualifax.ie/course/218307,1,0,,,2025-01-25T15:00:00,0
,Access For Higher Education - Letterkenny,,8,,Education,https://www.qualifax.ie/course/108005,1,0,,,2025-01-25T15:00:00,0
,Access Foundation Course,,8,,General,https://www.qualifax.ie/course/224248,1,0,,,2025-01-25T15:00:00,0
,Access Programme - Athlone,,8,,General,https://www.qualifax.ie/course/98599,1,0,,,2025-01-25T15:00:00,0
,Access Studies - Letterkenny,,8,,General,https://www.qualifax.ie/course/222438,1,0,,,2025-01-25T15:00:00,0
,Access Studies - NI Applicants - Letterkenny,,8,,General,https://www.qualifax.ie/course/109132,1,0,,,2025-01-25T15:00:00,0
,Access to Arts Humanities Social Sciences & Law AHSSL - Mature Applicants,,8,,STEM,https://www.qualifax.ie/course/222979,1,0,,,2025-01-25T15:00:00,0
,Access to Arts Humanities Social Sciences & Law AHSSL - Young Adult Applicants,,8,,STEM,https://www.qualifax.ie/course/30309,1,0,,,2025-01-25T15:00:00,0
,Access to Science Engineering Agricultural Science & Medicine SEAM,,8,,STEM,https://www.qualifax.ie/course/30315,1,0,,,2025-01-25T15:00:00,0
,Access to University - AUC,,8,,General,https://www.qualifax.ie/course/69370,1,0,,,2025-01-25T15:00:00,0
,Accountancy - ACCA,,8,,General,https://www.qualifax.ie/course/94479,1,0,,,2025-01-25T15:00:00,0
,Accountancy - Association of Chartered Certified Accountants - ACCA,,6,,Arts,https://www.qualifax.ie/course/85173,1,0,,,2025-01-25T15:00:00,0
,Accountancy - Chartered Institute of Management Accountants - CIMA,,9,,Business,https://www.qualifax.ie/course/110852,1,0,,,2025-01-25T15:00:00,0
,Accountancy & Finance - Structured,,8,,Business,https://www.qualifax.ie/course/224326,1,0,,,2025-01-25T15:00:00,0
,Accountancy & Payroll Pathway - Traineeship,,8,,General,https://www.qualifax.ie/course/110653,1,0,,,2025-01-25T15:00:00,0
,Accountancy Payroll & Human Resources,,8,,General,https://www.qualifax.ie/course/105758,1,0,,,2025-01-25T15:00:00,0
,Accountancy Technician - ATI,,8,,General,https://www.qualifax.ie/course/1334,1,0,,,2025-01-25T15:00:00,0
,"Accountancy, Business & Taxation",,8,,Business,https://www.qualifax.ie/course/83648,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/115254,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/76760,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/109268,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/110555,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/222312,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/221923,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/1184,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/19059,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/224366,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/224363,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/224360,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/18763,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/67153,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/19244,1,0,,,2025-01-25T15:00:00,0
,Accounting,,8,,Business,https://www.qualifax.ie/course/221870,1,0,,,2025-01-25T15:00:00,0
,Accounting - Advanced,,8,,Business,https://www.qualifax.ie/course/110556,1,0,,,2025-01-25T15:00:00,0
,Accounting - Advanced,,8,,Business,https://www.qualifax.ie/course/222313,1,0,,,2025-01-25T15:00:00,0
,Accounting - Advanced Accounting with Placement,,8,,Business,https://www.qualifax.ie/course/3313,1,0,,,2025-01-25T15:00:00,0
,Accounting - Advanced Entry - Aungier Street,,8,,Business,https://www.qualifax.ie/course/224003,1,0,,,2025-01-25T15:00:00,0
,Accounting - Athlone,,8,,Business,https://www.qualifax.ie/course/25064,1,0,,,2025-01-25T15:00:00,0
,Accounting - Aungier Street,,8,,Business,https://www.qualifax.ie/course/1670,1,0,,,2025-01-25T15:00:00,0
,Accounting - Carlow,,8,,Business,https://www.qualifax.ie/course/42560,1,0,,,2025-01-25T15:00:00,0
,Accounting - Carlow,,8,,Business,https://www.qualifax.ie/course/3222,1,0,,,2025-01-25T15:00:00,0
,Accounting - Conversion Course - Aungier Street,,8,,Business,https://www.qualifax.ie/course/18958,1,0,,,2025-01-25T15:00:00,0
,Accounting - Cork,,8,,Business,https://www.qualifax.ie/course/59526,1,0,,,2025-01-25T15:00:00,0
,Accounting - Cork,,8,,Business,https://www.qualifax.ie/course/33305,1,0,,,2025-01-25T15:00:00,0
,Accounting - Galway,,8,,Business,https://www.qualifax.ie/course/13189,1,0,,,2025-01-25T15:00:00,0
,Accounting - International - Aungier Street,,8,,Business,https://www.qualifax.ie/course/93540,1,0,,,2025-01-25T15:00:00,0
,Accounting - International Accounting with Analytics,,8,,Business,https://www.qualifax.ie/course/112988,1,0,,,2025-01-25T15:00:00,0
,Accounting - Letterkenny,,8,,Business,https://www.qualifax.ie/course/108007,1,0,,,2025-01-25T15:00:00,0
,Accounting - Major with French,,8,,Business,https://www.qualifax.ie/course/3209,1,0,,,2025-01-25T15:00:00,0
,Accounting - Major with Spanish,,8,,Business,https://www.qualifax.ie/course/3464,1,0,,,2025-01-25T15:00:00,0
,Accounting - Manual & Computerised,,8,,STEM,https://www.qualifax.ie/course/108922,1,0,,,2025-01-25T15:00:00,0
,Accounting - Pathways,,8,,Business,https://www.qualifax.ie/course/112458,1,0,,,2025-01-25T15:00:00,0
,Accounting - Professional Accounting,,8,,Business,https://www.qualifax.ie/course/47781,1,0,,,2025-01-25T15:00:00,0
,Accounting - Research,,8,,Business,https://www.qualifax.ie/course/33532,1,0,,,2025-01-25T15:00:00,0
,Accounting - Research,,8,,Business,https://www.qualifax.ie/course/112740,1,0,,,2025-01-25T15:00:00,0
,Accounting - Research,,8,,Business,https://www.qualifax.ie/course/110227,1,0,,,2025-01-25T15:00:00,0
,Accounting - Sligo,,8,,Business,https://www.qualifax.ie/course/34200,1,0,,,2025-01-25T15:00:00,0
,Accounting - Strategic,,8,,Business,https://www.qualifax.ie/course/110560,1,0,,,2025-01-25T15:00:00,0
,Accounting - Waterford,,8,,Business,https://www.qualifax.ie/course/2623,1,0,,,2025-01-25T15:00:00,0
,Accounting & Analytics,,8,,Business,https://www.qualifax.ie/course/224294,1,0,,,2025-01-25T15:00:00,1
,Accounting & Business - Advanced Diploma,,7,,Business,https://www.qualifax.ie/course/2775,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/113231,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/113220,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/84552,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/26372,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/218441,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/112408,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/224092,1,0,,,2025-01-25T15:00:00,1
,Accounting & Finance,,8,,Business,https://www.qualifax.ie/course/224093,1,0,,,2025-01-25T15:00:00,1
